order_id,location,order_datetime,items,num_items,subtotal,delivery_fee,total,delivery_time_minutes,customer_rating,is_weekend,is_rainy,hour
1024,Kilimani,01/08/2024 19:42,Pilau,1,450,100,550,70,2.5,FALSE,FALSE,19
1025,Kilimani,01/08/2024 20:51,Pilau,1,450,100,550,65,3.5,FALSE,FALSE,20
1026,Kilimani,01/08/2024 12:43,Pilau|Chips Masala,2,700,0,700,62,2.5,FALSE,FALSE,12
1027,Kilimani,01/08/2024 13:12,Nyama Choma Platter,1,850,0,850,70,3,FALSE,FALSE,13
1028,Kilimani,01/08/2024 12:28,Nyama Choma Platter|Pilau,2,1300,0,1300,82,2.5,FALSE,FALSE,12
1029,Kilimani,01/08/2024 12:59,Chicken Biriyani|Pilau,2,1000,0,1000,72,4.5,FALSE,FALSE,12
1030,Kilimani,01/08/2024 12:10,Samosa (6pc),1,200,100,300,51,4,FALSE,FALSE,12
1031,Kilimani,01/08/2024 20:09,Nyama Choma Platter,1,850,0,850,80,2.5,FALSE,FALSE,20
1032,Kilimani,01/08/2024 19:03,Pilau,1,450,100,550,57,4.5,FALSE,FALSE,19
1033,Kilimani,01/08/2024 12:54,Pilau,1,450,100,550,59,3.5,FALSE,FALSE,12
1034,Kilimani,01/08/2024 13:37,Chips Masala,1,250,100,350,60,4.5,FALSE,FALSE,13
1035,Kilimani,01/08/2024 19:59,Mandazi (4pc),1,150,100,250,42,3,FALSE,FALSE,19
1036,Kilimani,01/08/2024 13:42,Nyama Choma Platter|Pilau,2,1300,0,1300,76,2.5,FALSE,FALSE,13
1037,Kilimani,01/08/2024 12:04,Nyama Choma Platter,1,850,0,850,73,3,FALSE,FALSE,12
1038,Kilimani,01/08/2024 16:18,Samosa (6pc),1,200,100,300,56,4.5,FALSE,FALSE,16
1039,Kilimani,01/08/2024 21:33,Samosa (6pc),1,200,100,300,40,4.5,FALSE,FALSE,21
1040,Kilimani,01/08/2024 13:16,Pilau,1,450,100,550,56,4,FALSE,FALSE,13
1041,Kilimani,01/08/2024 13:45,Samosa (6pc),1,200,100,300,53,4,FALSE,FALSE,13
1042,Westlands,01/08/2024 12:05,Pilau|Githeri Special,2,800,0,800,59,4,FALSE,FALSE,12
1043,Westlands,01/08/2024 21:16,Samosa (6pc),1,200,100,300,47,5,FALSE,FALSE,21
1044,Westlands,01/08/2024 12:04,Ugali & Fish|Matoke & Beef|Pilau,3,1430,0,1430,63,3.5,FALSE,FALSE,12
1045,Westlands,01/08/2024 13:02,Pilau,1,450,100,550,60,3.5,FALSE,FALSE,13
1046,Westlands,01/08/2024 13:42,Chips Masala,1,250,100,350,58,4.5,FALSE,FALSE,13
1047,Westlands,01/08/2024 14:55,Ugali & Fish,1,500,0,500,57,4,FALSE,FALSE,14
1048,Westlands,01/08/2024 14:50,Chicken Biriyani|Samosa (6pc)|Ugali & Fish,3,1250,0,1250,57,4,FALSE,FALSE,14
1049,Westlands,01/08/2024 12:54,Nyama Choma Platter,1,850,0,850,70,4,FALSE,FALSE,12
1050,Westlands,01/08/2024 14:14,Nyama Choma Platter,1,850,0,850,67,3.5,FALSE,FALSE,14
1051,Westlands,01/08/2024 15:22,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,59,5,FALSE,FALSE,15
1052,Westlands,01/08/2024 14:11,Pilau,1,450,100,550,52,4,FALSE,FALSE,14
1053,Westlands,01/08/2024 14:46,Samosa (6pc)|Chicken Biriyani,2,750,0,750,66,3,FALSE,FALSE,14
1054,Westlands,01/08/2024 12:45,Samosa (6pc),1,200,100,300,40,4.5,FALSE,FALSE,12
1055,Westlands,01/08/2024 12:42,Nyama Choma Platter|Samosa (6pc)|Matoke & Beef,3,1530,0,1530,72,4,FALSE,FALSE,12
1056,Westlands,01/08/2024 20:08,Chips Masala,1,250,100,350,44,4,FALSE,FALSE,20
1057,Westlands,01/08/2024 14:25,Nyama Choma Platter,1,850,0,850,65,3.5,FALSE,FALSE,14
1058,Westlands,01/08/2024 14:29,Matoke & Beef,1,480,100,580,67,2.5,FALSE,FALSE,14
1059,Westlands,01/08/2024 22:10,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,61,2.5,FALSE,FALSE,22
1060,Westlands,01/08/2024 21:19,Chicken Biriyani,1,550,0,550,55,5,FALSE,FALSE,21
1061,Westlands,01/08/2024 19:39,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,71,4,FALSE,FALSE,19
1062,Westlands,01/08/2024 12:57,Nyama Choma Platter|Chips Masala,2,1100,0,1100,66,3.5,FALSE,FALSE,12
1063,Westlands,01/08/2024 19:29,Chicken Biriyani,1,550,0,550,68,4.5,FALSE,FALSE,19
1064,Westlands,01/08/2024 20:35,Bhajia,1,220,100,320,55,4.5,FALSE,FALSE,20
1065,Westlands,01/08/2024 19:27,Chicken Biriyani|Nyama Choma Platter,2,1400,0,1400,73,3.5,FALSE,FALSE,19
1066,Westlands,01/08/2024 14:49,Chicken Biriyani|Nyama Choma Platter,2,1400,0,1400,73,4,FALSE,FALSE,14
1067,Westlands,01/08/2024 14:21,Chicken Biriyani,1,550,0,550,58,5,FALSE,FALSE,14
1068,Westlands,01/08/2024 13:45,Nyama Choma Platter,1,850,0,850,76,3.5,FALSE,FALSE,13
1069,Westlands,01/08/2024 19:24,Samosa (6pc)|Chicken Biriyani|Nyama Choma Platter,3,1600,0,1600,74,4.5,FALSE,FALSE,19
1070,Westlands,01/08/2024 19:54,Matoke & Beef|Githeri Special,2,830,0,830,71,1.5,FALSE,FALSE,19
1071,Westlands,01/08/2024 14:27,Samosa (6pc),1,200,100,300,46,5,FALSE,FALSE,14
1072,Westlands,01/08/2024 18:58,Pilau,1,450,100,550,61,3.5,FALSE,FALSE,18
1073,Westlands,01/08/2024 12:41,Ugali & Fish,1,500,0,500,45,4,FALSE,FALSE,12
1074,Westlands,01/08/2024 14:13,Nyama Choma Platter,1,850,0,850,67,3,FALSE,FALSE,14
1075,Westlands,01/08/2024 15:53,Samosa (6pc),1,200,100,300,35,3,FALSE,FALSE,15
1076,Westlands,01/08/2024 16:14,Pilau|Githeri Special,2,800,0,800,56,4.5,FALSE,FALSE,16
1077,Westlands,01/08/2024 12:39,Samosa (6pc),1,200,100,300,37,4.5,FALSE,FALSE,12
1078,Eastleigh,01/08/2024 14:29,Ugali & Fish|Nyama Choma Platter,2,1350,0,1350,60,4,FALSE,FALSE,14
1079,Eastleigh,01/08/2024 12:37,Mandazi (4pc),1,150,100,250,40,4.5,FALSE,FALSE,12
1080,Eastleigh,01/08/2024 14:04,Chicken Biriyani,1,550,0,550,53,5,FALSE,FALSE,14
1081,Eastleigh,01/08/2024 15:54,Githeri Special|Pilau,2,800,0,800,56,5,FALSE,FALSE,15
1082,Eastleigh,01/08/2024 15:04,Mandazi (4pc),1,150,100,250,43,4.5,FALSE,FALSE,15
1083,Eastleigh,01/08/2024 15:40,Chicken Biriyani|Mandazi (4pc),2,700,0,700,55,5,FALSE,FALSE,15
1084,Eastleigh,01/08/2024 21:17,Bhajia|Githeri Special,2,570,0,570,55,4.5,FALSE,FALSE,21
1085,Eastleigh,01/08/2024 20:17,Pilau,1,450,100,550,53,5,FALSE,FALSE,20
1086,Eastleigh,01/08/2024 14:48,Chips Masala,1,250,100,350,45,4,FALSE,FALSE,14
1087,Eastleigh,01/08/2024 15:11,Samosa (6pc),1,200,100,300,40,4.5,FALSE,FALSE,15
1088,Eastleigh,01/08/2024 21:44,Chicken Biriyani|Pilau,2,1000,0,1000,57,4.5,FALSE,FALSE,21
1089,Eastleigh,01/08/2024 18:35,Bhajia|Githeri Special,2,570,0,570,42,3.5,FALSE,FALSE,18
1090,Eastleigh,01/08/2024 14:25,Samosa (6pc)|Chicken Biriyani,2,750,0,750,67,3.5,FALSE,FALSE,14
1091,Eastleigh,01/08/2024 21:21,Samosa (6pc),1,200,100,300,38,5,FALSE,FALSE,21
1092,Eastleigh,01/08/2024 14:20,Chicken Biriyani,1,550,0,550,56,4.5,FALSE,FALSE,14
1093,Eastleigh,01/08/2024 20:17,Matoke & Beef|Samosa (6pc),2,680,0,680,51,4.5,FALSE,FALSE,20
1094,Eastleigh,01/08/2024 15:14,Chicken Biriyani,1,550,0,550,58,4,FALSE,FALSE,15
1095,Eastleigh,01/08/2024 13:35,Bhajia,1,220,100,320,35,4.5,FALSE,FALSE,13
1096,Eastleigh,01/08/2024 20:18,Chicken Biriyani,1,550,0,550,51,4.5,FALSE,FALSE,20
1097,Eastleigh,01/08/2024 20:07,Pilau|Samosa (6pc),2,650,0,650,65,3,FALSE,FALSE,20
1098,Eastleigh,01/08/2024 21:19,Mandazi (4pc),1,150,100,250,47,4.5,FALSE,FALSE,21
1099,Eastleigh,01/08/2024 21:14,Mandazi (4pc)|Chicken Biriyani,2,700,0,700,68,3.5,FALSE,FALSE,21
1100,Eastleigh,01/08/2024 21:03,Chicken Biriyani|Githeri Special,2,900,0,900,58,5,FALSE,FALSE,21
1101,Eastleigh,01/08/2024 14:15,Pilau,1,450,100,550,58,4.5,FALSE,FALSE,14
1102,Eastleigh,01/08/2024 21:30,Samosa (6pc),1,200,100,300,44,5,FALSE,FALSE,21
1103,Eastleigh,01/08/2024 14:59,Githeri Special,1,350,100,450,48,4.5,FALSE,FALSE,14
1104,Eastleigh,01/08/2024 21:14,Ugali & Fish|Nyama Choma Platter,2,1350,0,1350,56,3.5,FALSE,FALSE,21
1105,Kilimani,02/08/2024 19:28,Chips Masala,1,250,100,350,75,3,FALSE,TRUE,19
1106,Kilimani,02/08/2024 20:47,Nyama Choma Platter,1,850,0,850,79,2.5,FALSE,TRUE,20
1107,Kilimani,02/08/2024 19:36,Bhajia,1,220,100,320,79,3.5,FALSE,TRUE,19
1108,Kilimani,02/08/2024 20:40,Bhajia|Mandazi (4pc),2,370,100,470,72,3.5,FALSE,TRUE,20
1109,Kilimani,02/08/2024 13:21,Pilau,1,450,100,550,75,3.5,FALSE,TRUE,13
1110,Kilimani,02/08/2024 19:07,Pilau|Nyama Choma Platter|Chicken Biriyani,3,1850,0,1850,86,3.5,FALSE,TRUE,19
1111,Kilimani,02/08/2024 20:40,Chicken Biriyani,1,550,0,550,88,2,FALSE,TRUE,20
1112,Kilimani,02/08/2024 20:07,Chicken Biriyani,1,550,0,550,81,4,FALSE,TRUE,20
1113,Kilimani,02/08/2024 12:14,Bhajia|Nyama Choma Platter|Ugali & Fish,3,1570,0,1570,96,3.5,FALSE,TRUE,12
1114,Kilimani,02/08/2024 20:30,Chicken Biriyani,1,550,0,550,77,3.5,FALSE,TRUE,20
1115,Kilimani,02/08/2024 20:21,Nyama Choma Platter|Chicken Biriyani|Pilau,3,1850,0,1850,105,2.5,FALSE,TRUE,20
1116,Kilimani,02/08/2024 20:22,Chips Masala,1,250,100,350,76,3.5,FALSE,TRUE,20
1117,Kilimani,02/08/2024 14:36,Chips Masala,1,250,100,350,63,2,FALSE,TRUE,14
1118,Kilimani,02/08/2024 17:24,Ugali & Fish|Bhajia|Pilau,3,1170,0,1170,76,3,FALSE,TRUE,17
1119,Kilimani,02/08/2024 18:06,Pilau,1,450,100,550,79,3.5,FALSE,TRUE,18
1120,Kilimani,02/08/2024 12:30,Pilau|Chicken Biriyani,2,1000,0,1000,89,2.5,FALSE,TRUE,12
1121,Kilimani,02/08/2024 19:24,Bhajia|Matoke & Beef|Pilau,3,1150,0,1150,86,3,FALSE,TRUE,19
1122,Kilimani,02/08/2024 19:14,Nyama Choma Platter|Pilau,2,1300,0,1300,91,3,FALSE,TRUE,19
1123,Kilimani,02/08/2024 11:20,Chicken Biriyani|Pilau,2,1000,0,1000,78,3,FALSE,TRUE,11
1124,Kilimani,02/08/2024 13:10,Chips Masala,1,250,100,350,78,2.5,FALSE,TRUE,13
1125,Kilimani,02/08/2024 13:29,Pilau|Nyama Choma Platter,2,1300,0,1300,95,3,FALSE,TRUE,13
1126,Kilimani,02/08/2024 20:22,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,87,2,FALSE,TRUE,20
1127,Kilimani,02/08/2024 12:15,Chicken Biriyani,1,550,0,550,76,3,FALSE,TRUE,12
1128,Kilimani,02/08/2024 19:00,Pilau,1,450,100,550,96,2.5,FALSE,TRUE,19
1129,Kilimani,02/08/2024 14:38,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,79,3.5,FALSE,TRUE,14
1130,Kilimani,02/08/2024 19:50,Pilau,1,450,100,550,68,2.5,FALSE,TRUE,19
1131,Kilimani,02/08/2024 20:11,Mandazi (4pc),1,150,100,250,69,2.5,FALSE,TRUE,20
1132,Kilimani,02/08/2024 20:51,Nyama Choma Platter,1,850,0,850,88,4,FALSE,TRUE,20
1133,Westlands,02/08/2024 21:46,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,83,3,FALSE,TRUE,21
1134,Westlands,02/08/2024 19:23,Githeri Special|Chips Masala,2,600,0,600,87,3,FALSE,TRUE,19
1135,Westlands,02/08/2024 12:39,Samosa (6pc)|Chicken Biriyani,2,750,0,750,86,3.5,FALSE,TRUE,12
1136,Westlands,02/08/2024 14:41,Chicken Biriyani,1,550,0,550,88,4,FALSE,TRUE,14
1137,Westlands,02/08/2024 20:08,Samosa (6pc),1,200,100,300,74,4,FALSE,TRUE,20
1138,Westlands,02/08/2024 17:41,Nyama Choma Platter,1,850,0,850,78,2.5,FALSE,TRUE,17
1139,Westlands,02/08/2024 19:15,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,97,3,FALSE,TRUE,19
1140,Westlands,02/08/2024 12:54,Chicken Biriyani|Samosa (6pc),2,750,0,750,75,4,FALSE,TRUE,12
1141,Westlands,02/08/2024 20:13,Chicken Biriyani,1,550,0,550,88,3.5,FALSE,TRUE,20
1142,Westlands,02/08/2024 13:50,Chicken Biriyani|Samosa (6pc)|Nyama Choma Platter,3,1600,0,1600,77,3.5,FALSE,TRUE,13
1143,Westlands,02/08/2024 12:22,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,82,4,FALSE,TRUE,12
1144,Westlands,02/08/2024 19:07,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,90,2.5,FALSE,TRUE,19
1145,Westlands,02/08/2024 20:19,Pilau,1,450,100,550,86,3.5,FALSE,TRUE,20
1146,Westlands,02/08/2024 19:04,Chicken Biriyani|Samosa (6pc),2,750,0,750,76,3.5,FALSE,TRUE,19
1147,Westlands,02/08/2024 14:24,Nyama Choma Platter|Samosa (6pc)|Chicken Biriyani,3,1600,0,1600,78,3,FALSE,TRUE,14
1148,Westlands,02/08/2024 17:21,Samosa (6pc)|Chicken Biriyani,2,750,0,750,87,4,FALSE,TRUE,17
1149,Westlands,02/08/2024 13:43,Chicken Biriyani|Samosa (6pc)|Nyama Choma Platter,3,1600,0,1600,83,3.5,FALSE,TRUE,13
1150,Westlands,02/08/2024 20:35,Chips Masala,1,250,100,350,73,2.5,FALSE,TRUE,20
1151,Westlands,02/08/2024 15:38,Samosa (6pc),1,200,100,300,54,5,FALSE,TRUE,15
1152,Westlands,02/08/2024 13:54,Mandazi (4pc),1,150,100,250,53,4,FALSE,TRUE,13
1153,Westlands,02/08/2024 19:54,Githeri Special,1,350,100,450,75,4,FALSE,TRUE,19
1154,Westlands,02/08/2024 14:01,Samosa (6pc),1,200,100,300,65,4.5,FALSE,TRUE,14
1155,Westlands,02/08/2024 20:42,Samosa (6pc),1,200,100,300,46,4,FALSE,TRUE,20
1156,Westlands,02/08/2024 14:24,Nyama Choma Platter,1,850,0,850,88,3.5,FALSE,TRUE,14
1157,Westlands,02/08/2024 12:56,Samosa (6pc),1,200,100,300,47,4.5,FALSE,TRUE,12
1158,Westlands,02/08/2024 19:31,Chicken Biriyani|Samosa (6pc),2,750,0,750,88,4.5,FALSE,TRUE,19
1159,Westlands,02/08/2024 20:31,Chicken Biriyani,1,550,0,550,77,4.5,FALSE,TRUE,20
1160,Westlands,02/08/2024 13:49,Nyama Choma Platter,1,850,0,850,72,3.5,FALSE,TRUE,13
1161,Westlands,02/08/2024 13:24,Samosa (6pc),1,200,100,300,57,4,FALSE,TRUE,13
1162,Westlands,02/08/2024 12:27,Mandazi (4pc),1,150,100,250,73,3,FALSE,TRUE,12
1163,Westlands,02/08/2024 17:18,Nyama Choma Platter,1,850,0,850,88,2.5,FALSE,TRUE,17
1164,Westlands,02/08/2024 12:27,Samosa (6pc)|Nyama Choma Platter,2,1050,0,1050,87,3.5,FALSE,TRUE,12
1165,Eastleigh,02/08/2024 15:14,Pilau,1,450,100,550,77,3.5,FALSE,TRUE,15
1166,Eastleigh,02/08/2024 14:15,Chicken Biriyani,1,550,0,550,83,3.5,FALSE,TRUE,14
1167,Eastleigh,02/08/2024 14:49,Mandazi (4pc)|Samosa (6pc),2,350,100,450,68,3.5,FALSE,TRUE,14
1168,Eastleigh,02/08/2024 14:28,Samosa (6pc),1,200,100,300,49,4.5,FALSE,TRUE,14
1169,Eastleigh,02/08/2024 13:19,Samosa (6pc),1,200,100,300,51,5,FALSE,TRUE,13
1170,Eastleigh,02/08/2024 13:39,Pilau,1,450,100,550,75,4,FALSE,TRUE,13
1171,Eastleigh,02/08/2024 14:03,Mandazi (4pc),1,150,100,250,45,4,FALSE,TRUE,14
1172,Eastleigh,02/08/2024 20:28,Mandazi (4pc),1,150,100,250,58,4,FALSE,TRUE,20
1173,Eastleigh,02/08/2024 15:43,Mandazi (4pc),1,150,100,250,50,5,FALSE,TRUE,15
1174,Eastleigh,02/08/2024 20:18,Githeri Special,1,350,100,450,66,4,FALSE,TRUE,20
1175,Eastleigh,02/08/2024 15:19,Chips Masala|Ugali & Fish|Nyama Choma Platter,3,1600,0,1600,86,4,FALSE,TRUE,15
1176,Eastleigh,02/08/2024 14:42,Matoke & Beef|Nyama Choma Platter,2,1330,0,1330,98,4,FALSE,TRUE,14
1177,Eastleigh,02/08/2024 15:11,Mandazi (4pc)|Pilau|Samosa (6pc),3,800,0,800,63,4,FALSE,TRUE,15
1178,Eastleigh,02/08/2024 12:32,Matoke & Beef|Pilau,2,930,0,930,72,3,FALSE,TRUE,12
1179,Eastleigh,02/08/2024 14:53,Ugali & Fish|Bhajia,2,720,0,720,64,3,FALSE,TRUE,14
1180,Eastleigh,02/08/2024 18:39,Bhajia,1,220,100,320,56,4.5,FALSE,TRUE,18
1181,Eastleigh,02/08/2024 20:57,Mandazi (4pc)|Chicken Biriyani,2,700,0,700,81,4,FALSE,TRUE,20
1182,Eastleigh,02/08/2024 14:52,Samosa (6pc),1,200,100,300,56,4.5,FALSE,TRUE,14
1183,Eastleigh,02/08/2024 19:59,Nyama Choma Platter,1,850,0,850,76,2.5,FALSE,TRUE,19
1184,Eastleigh,02/08/2024 21:09,Chicken Biriyani|Mandazi (4pc),2,700,0,700,71,4,FALSE,TRUE,21
1185,Eastleigh,02/08/2024 15:15,Chicken Biriyani,1,550,0,550,70,3.5,FALSE,TRUE,15
1186,Eastleigh,02/08/2024 21:21,Samosa (6pc)|Chicken Biriyani,2,750,0,750,79,3,FALSE,TRUE,21
1187,Eastleigh,02/08/2024 13:01,Matoke & Beef,1,480,100,580,90,4,FALSE,TRUE,13
1188,Eastleigh,02/08/2024 15:07,Mandazi (4pc),1,150,100,250,43,4.5,FALSE,TRUE,15
1189,Eastleigh,02/08/2024 18:38,Githeri Special,1,350,100,450,63,3,FALSE,TRUE,18
1190,Eastleigh,02/08/2024 15:15,Pilau,1,450,100,550,82,4,FALSE,TRUE,15
1191,Kilimani,03/08/2024 12:24,Chicken Biriyani|Pilau,2,1000,0,1000,65,3.5,TRUE,FALSE,12
1192,Kilimani,03/08/2024 12:22,Nyama Choma Platter,1,850,0,850,80,2,TRUE,FALSE,12
1193,Kilimani,03/08/2024 12:22,Ugali & Fish,1,500,0,500,61,2,TRUE,FALSE,12
1194,Kilimani,03/08/2024 13:51,Bhajia,1,220,100,320,40,4.5,TRUE,FALSE,13
1195,Kilimani,03/08/2024 12:50,Chicken Biriyani,1,550,0,550,73,3.5,TRUE,FALSE,12
1196,Kilimani,03/08/2024 18:16,Samosa (6pc),1,200,100,300,48,4.5,TRUE,FALSE,18
1197,Kilimani,03/08/2024 11:55,Chicken Biriyani|Pilau,2,1000,0,1000,69,4,TRUE,FALSE,11
1198,Kilimani,03/08/2024 17:21,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,64,3.5,TRUE,FALSE,17
1199,Kilimani,03/08/2024 13:34,Chicken Biriyani,1,550,0,550,66,4,TRUE,FALSE,13
1200,Kilimani,03/08/2024 20:10,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,81,3.5,TRUE,FALSE,20
1201,Kilimani,03/08/2024 12:04,Pilau|Nyama Choma Platter,2,1300,0,1300,62,4,TRUE,FALSE,12
1202,Kilimani,03/08/2024 20:02,Pilau,1,450,100,550,63,3,TRUE,FALSE,20
1203,Kilimani,03/08/2024 11:38,Chicken Biriyani,1,550,0,550,68,3.5,TRUE,FALSE,11
1204,Kilimani,03/08/2024 13:33,Chicken Biriyani,1,550,0,550,64,2.5,TRUE,FALSE,13
1205,Kilimani,03/08/2024 13:31,Nyama Choma Platter,1,850,0,850,70,3,TRUE,FALSE,13
1206,Kilimani,03/08/2024 14:39,Bhajia,1,220,100,320,45,4,TRUE,FALSE,14
1207,Kilimani,03/08/2024 12:28,Nyama Choma Platter,1,850,0,850,72,3,TRUE,FALSE,12
1208,Kilimani,03/08/2024 19:34,Nyama Choma Platter,1,850,0,850,82,4.5,TRUE,FALSE,19
1209,Kilimani,03/08/2024 13:07,Chicken Biriyani|Bhajia|Pilau,3,1220,0,1220,68,2,TRUE,FALSE,13
1210,Kilimani,03/08/2024 13:39,Chicken Biriyani|Pilau,2,1000,0,1000,73,3.5,TRUE,FALSE,13
1211,Kilimani,03/08/2024 12:08,Bhajia|Githeri Special|Mandazi (4pc),3,720,0,720,53,3,TRUE,FALSE,12
1212,Kilimani,03/08/2024 19:40,Ugali & Fish,1,500,0,500,60,4,TRUE,FALSE,19
1213,Kilimani,03/08/2024 12:53,Nyama Choma Platter,1,850,0,850,67,4,TRUE,FALSE,12
1214,Kilimani,03/08/2024 16:33,Samosa (6pc)|Chicken Biriyani,2,750,0,750,77,3,TRUE,FALSE,16
1215,Kilimani,03/08/2024 19:39,Nyama Choma Platter,1,850,0,850,80,2,TRUE,FALSE,19
1216,Kilimani,03/08/2024 19:53,Nyama Choma Platter|Pilau|Chicken Biriyani,3,1850,0,1850,82,2.5,TRUE,FALSE,19
1217,Kilimani,03/08/2024 13:49,Pilau,1,450,100,550,67,3,TRUE,FALSE,13
1218,Kilimani,03/08/2024 19:30,Chips Masala,1,250,100,350,51,4,TRUE,FALSE,19
1219,Kilimani,03/08/2024 12:10,Nyama Choma Platter,1,850,0,850,72,3,TRUE,FALSE,12
1220,Kilimani,03/08/2024 19:46,Chicken Biriyani|Nyama Choma Platter|Pilau,3,1850,0,1850,78,3,TRUE,FALSE,19
1221,Kilimani,03/08/2024 20:07,Nyama Choma Platter,1,850,0,850,63,3,TRUE,FALSE,20
1222,Kilimani,03/08/2024 20:15,Mandazi (4pc)|Githeri Special|Chicken Biriyani,3,1050,0,1050,62,4,TRUE,FALSE,20
1223,Kilimani,03/08/2024 20:56,Chicken Biriyani,1,550,0,550,73,3.5,TRUE,FALSE,20
1224,Kilimani,03/08/2024 19:03,Pilau,1,450,100,550,67,2,TRUE,FALSE,19
1225,Kilimani,03/08/2024 12:27,Chicken Biriyani,1,550,0,550,69,3.5,TRUE,FALSE,12
1226,Kilimani,03/08/2024 13:23,Pilau,1,450,100,550,66,2.5,TRUE,FALSE,13
1227,Kilimani,03/08/2024 12:08,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,68,3.5,TRUE,FALSE,12
1228,Kilimani,03/08/2024 12:02,Bhajia,1,220,100,320,55,3.5,TRUE,FALSE,12
1229,Kilimani,03/08/2024 13:20,Chicken Biriyani|Pilau|Nyama Choma Platter,3,1850,0,1850,78,3,TRUE,FALSE,13
1230,Kilimani,03/08/2024 19:30,Pilau|Nyama Choma Platter,2,1300,0,1300,75,3.5,TRUE,FALSE,19
1231,Kilimani,03/08/2024 22:55,Chicken Biriyani|Pilau,2,1000,0,1000,77,3.5,TRUE,FALSE,22
1232,Kilimani,03/08/2024 20:14,Nyama Choma Platter|Chicken Biriyani,2,1400,0,1400,66,2,TRUE,FALSE,20
1233,Kilimani,03/08/2024 12:12,Nyama Choma Platter,1,850,0,850,75,3,TRUE,FALSE,12
1234,Kilimani,03/08/2024 20:55,Ugali & Fish|Matoke & Beef,2,980,0,980,61,3,TRUE,FALSE,20
1235,Kilimani,03/08/2024 18:33,Bhajia,1,220,100,320,56,4,TRUE,FALSE,18
1236,Kilimani,03/08/2024 19:43,Samosa (6pc)|Bhajia,2,420,100,520,45,5,TRUE,FALSE,19
